Product ID,Product Name,Category,Supplier,Purchase Date,Stock Qty,Cost Price,Stock value,Product Age
P670,Surge Protector,Electrical,Local Vendor,03-???-25,68,620,42160,476
P671,Dell Keyboard,Accessories,Redington,02-???-25,70,540,37800,477
P672,HDMI Cable,Accessories,Local Vendor,02-???-25,250,105,26250,477
P673,USB Type-C Cable,Accessories,Local Vendor,01-???-25,320,88,28160,478
P674,Webcam Full HD,Accessories,Logitech,01-???-25,22,2350,51700,478
P675,Bluetooth Speaker,Accessories,Boat,31-??-25,45,900,40500,479
P676,HP Ink Cartridge,Printers,HP Direct,31-??-25,125,890,111250,479
P677,Canon Ink Cartridge,Printers,Canon Direct,30-??-25,105,860,90300,480
P678,RAM 8GB DDR4,Components,Kingston,30-??-25,78,1520,118560,480
P679,RAM 16GB DDR4,Components,Kingston,29-??-25,55,2680,147400,481
P680,Laptop Charger HP,Spare Parts,HP Direct,29-??-25,35,1720,60200,481
P681,Laptop Battery Dell,Spare Parts,Dell,28-??-25,16,3100,49600,482
P682,TP-Link Switch 8 Port,Networking,TP-Link,28-??-25,12,1680,20160,482
P683,Logitech Mouse,Accessories,Ingram,27-??-25,92,448,41216,483
P684,USB Hub,Accessories,Local Vendor,27-??-25,78,220,17160,483
P685,HDMI Cable,Accessories,Local Vendor,26-??-25,230,102,23460,484
P686,SSD Enclosure,Storage,Ingram,26-??-25,30,435,13050,484
P687,Laptop Stand,Accessories,Local Vendor,25-??-25,42,520,21840,485
P688,Wireless Mouse,Accessories,Logitech,25-??-25,52,900,46800,485
P689,RGB Keyboard,Accessories,Redington,24-??-25,22,2100,46200,486
P690,Gaming Headset,Accessories,Logitech,24-??-25,16,2680,42880,486
P691,Printer Paper A4,Consumables,Local Vendor,23-??-25,230,165,37950,487
P692,Epson Ink Bottle,Consumables,Epson,23-??-25,110,295,32450,487
P693,Samsung SSD 1TB,Storage,Samsung,22-??-25,38,3980,151240,488
P694,WD HDD 2TB,Storage,WD Direct,22-??-25,25,3100,77500,488
P695,TP-Link Router,Networking,TP-Link,21-??-25,15,1380,20700,489
P696,CAT6 Network Cable,Networking,Local Vendor,21-??-25,340,20,6800,489
P697,CCTV Camera HD,Security,Hikvision,20-??-25,12,2350,28200,490
P698,Logitech Mouse,Accessories,Ingram,20-??-25,95,445,42275,490
P699,Dell Keyboard,Accessories,Redington,19-??-25,68,535,36380,491
P700,HDMI Cable,Accessories,Local Vendor,19-??-25,240,100,24000,491
P701,Logitech Mouse,Accessories,Ingram,18-??-25,88,442,38896,492
P702,Dell Keyboard,Accessories,Redington,18-??-25,65,532,34580,492
P703,HDMI Cable,Accessories,Local Vendor,17-??-25,220,99,21780,493
P704,USB Hub,Accessories,Local Vendor,17-??-25,75,218,16350,493
P705,Samsung SSD 1TB,Storage,Samsung,16-??-25,36,3960,142560,494
P706,WD HDD 2TB,Storage,WD Direct,16-??-25,24,3080,73920,494
P707,TP-Link Router,Networking,TP-Link,15-??-25,14,1360,19040,495
P708,Wireless Keyboard,Accessories,Ingram,15-??-25,42,1040,43680,495
P709,Printer Paper A4,Consumables,Local Vendor,14-??-25,220,162,35640,496
P710,Epson Ink Bottle,Consumables,Epson,14-??-25,105,292,30660,496
P711,CAT6 Network Cable,Networking,Local Vendor,13-??-25,320,20,6400,497
P712,Logitech Mouse,Accessories,Ingram,13-??-25,82,440,36080,497
P713,Gaming Mouse RGB,Accessories,Logitech,12-??-25,28,840,23520,498
P714,Power Bank 10000mAh,Accessories,Boat,12-??-25,50,810,40500,498
P715,Laptop Backpack Premium,Accessories,Lenovo Direct,11-??-25,45,620,27900,499
P716,SSD 512GB Samsung,Storage,Samsung,11-??-25,62,2150,133300,499
P717,SSD 256GB Samsung,Storage,Samsung,10-??-25,82,1360,111520,500
P718,WiFi Adapter USB,Networking,TP-Link,10-??-25,55,660,36300,500
P719,CCTV Camera HD,Security,Hikvision,09-??-25,12,2320,27840,501
P720,Surge Protector,Electrical,Local Vendor,09-??-25,65,615,39975,501
P721,Dell Keyboard,Accessories,Redington,08-??-25,62,528,32736,502
P722,HDMI Cable,Accessories,Local Vendor,08-??-25,210,98,20580,502
P723,USB Type-C Cable,Accessories,Local Vendor,07-??-25,300,86,25800,503
P724,Webcam Full HD,Accessories,Logitech,07-??-25,20,2320,46400,503
P725,Bluetooth Speaker,Accessories,Boat,06-??-25,42,890,37380,504
P726,HP Ink Cartridge,Printers,HP Direct,06-??-25,120,880,105600,504
P727,Canon Ink Cartridge,Printers,Canon Direct,05-??-25,100,850,85000,505
P728,RAM 8GB DDR4,Components,Kingston,05-??-25,75,1500,112500,505
P729,RAM 16GB DDR4,Components,Kingston,04-??-25,52,2650,137800,506
P730,Laptop Charger HP,Spare Parts,HP Direct,04-??-25,32,1700,54400,506
P731,Laptop Battery Dell,Spare Parts,Dell,03-??-25,15,3050,45750,507
P732,TP-Link Switch 8 Port,Networking,TP-Link,03-??-25,10,1650,16500,507
P733,Logitech Mouse,Accessories,Ingram,02-??-25,85,438,37230,508
P734,USB Hub,Accessories,Local Vendor,02-??-25,72,215,15480,508
P735,HDMI Cable,Accessories,Local Vendor,01-??-25,200,96,19200,509
P736,SSD Enclosure,Storage,Ingram,01-??-25,28,430,12040,509
P737,Laptop Stand,Accessories,Local Vendor,30-?????-25,40,510,20400,510
P738,Wireless Mouse,Accessories,Logitech,30-?????-25,50,890,44500,510
P739,RGB Keyboard,Accessories,Redington,29-?????-25,20,2080,41600,511
P740,Gaming Headset,Accessories,Logitech,29-?????-25,14,2650,37100,511
P741,Printer Paper A4,Consumables,Local Vendor,28-?????-25,220,160,35200,512
P742,Epson Ink Bottle,Consumables,Epson,28-?????-25,105,288,30240,512
P743,Samsung SSD 1TB,Storage,Samsung,27-?????-25,35,3920,137200,513
P744,WD HDD 2TB,Storage,WD Direct,27-?????-25,22,3050,67100,513
P745,TP-Link Router,Networking,TP-Link,26-?????-25,14,1350,18900,514
P746,CAT6 Network Cable,Networking,Local Vendor,26-?????-25,300,19,5700,514
P747,CCTV Camera HD,Security,Hikvision,25-?????-25,10,2300,23000,515
P748,Logitech Mouse,Accessories,Ingram,25-?????-25,88,435,38280,515
P749,Dell Keyboard,Accessories,Redington,24-?????-25,65,525,34125,516
P750,HDMI Cable,Accessories,Local Vendor,24-?????-25,220,95,20900,516
P751,Logitech Mouse,Accessories,Ingram,23-?????-25,82,432,35424,517
P752,Dell Keyboard,Accessories,Redington,23-?????-25,62,522,32364,517
P753,HDMI Cable,Accessories,Local Vendor,22-?????-25,210,94,19740,518
P754,USB Hub,Accessories,Local Vendor,22-?????-25,68,212,14416,518
P755,Samsung SSD 1TB,Storage,Samsung,21-?????-25,32,3900,124800,519
P756,WD HDD 2TB,Storage,WD Direct,21-?????-25,20,3020,60400,519
P757,TP-Link Router,Networking,TP-Link,20-?????-25,12,1320,15840,520
P758,Wireless Keyboard,Accessories,Ingram,20-?????-25,38,1020,38760,520
P759,Printer Paper A4,Consumables,Local Vendor,19-?????-25,210,158,33180,521
P760,Epson Ink Bottle,Consumables,Epson,19-?????-25,100,285,28500,521
P761,CAT6 Network Cable,Networking,Local Vendor,18-?????-25,280,19,5320,522
P762,Logitech Mouse,Accessories,Ingram,18-?????-25,80,430,34400,522
P763,Gaming Mouse RGB,Accessories,Logitech,17-?????-25,25,830,20750,523
P764,Power Bank 10000mAh,Accessories,Boat,17-?????-25,45,800,36000,523
P765,Laptop Backpack Premium,Accessories,Lenovo Direct,16-?????-25,40,610,24400,524
P766,SSD 512GB Samsung,Storage,Samsung,16-?????-25,58,2120,122960,524
P767,SSD 256GB Samsung,Storage,Samsung,15-?????-25,78,1340,104520,525
P768,WiFi Adapter USB,Networking,TP-Link,15-?????-25,52,650,33800,525
P769,CCTV Camera HD,Security,Hikvision,14-?????-25,10,2280,22800,526
P770,Surge Protector,Electrical,Local Vendor,14-?????-25,60,610,36600,526
P771,Dell Keyboard,Accessories,Redington,13-?????-25,60,520,31200,527
P772,HDMI Cable,Accessories,Local Vendor,13-?????-25,200,93,18600,527
P773,USB Type-C Cable,Accessories,Local Vendor,12-?????-25,280,84,23520,528
P774,Webcam Full HD,Accessories,Logitech,12-?????-25,18,2280,41040,528
P775,Bluetooth Speaker,Accessories,Boat,11-?????-25,38,880,33440,529
P776,HP Ink Cartridge,Printers,HP Direct,11-?????-25,115,870,100050,529
P777,Canon Ink Cartridge,Printers,Canon Direct,10-?????-25,95,840,79800,530
P778,RAM 8GB DDR4,Components,Kingston,10-?????-25,72,1480,106560,530
P779,RAM 16GB DDR4,Components,Kingston,09-?????-25,50,2620,131000,531
P780,Laptop Charger HP,Spare Parts,HP Direct,09-?????-25,30,1680,50400,531
P781,Laptop Battery Dell,Spare Parts,Dell,08-?????-25,14,3020,42280,532
P782,TP-Link Switch 8 Port,Networking,TP-Link,08-?????-25,10,1620,16200,532
P783,Logitech Mouse,Accessories,Ingram,07-?????-25,82,425,34850,533
P784,USB Hub,Accessories,Local Vendor,07-?????-25,65,210,13650,533
P785,HDMI Cable,Accessories,Local Vendor,06-?????-25,190,92,17480,534
P786,SSD Enclosure,Storage,Ingram,06-?????-25,25,425,10625,534
P787,Laptop Stand,Accessories,Local Vendor,05-?????-25,38,500,19000,535
P788,Wireless Mouse,Accessories,Logitech,05-?????-25,48,880,42240,535
P789,RGB Keyboard,Accessories,Redington,04-?????-25,18,2050,36900,536
P790,Gaming Headset,Accessories,Logitech,04-?????-25,12,2600,31200,536
P791,Printer Paper A4,Consumables,Local Vendor,03-?????-25,210,155,32550,537
P792,Epson Ink Bottle,Consumables,Epson,03-?????-25,100,280,28000,537
P793,Samsung SSD 1TB,Storage,Samsung,02-?????-25,32,3880,124160,538
P794,WD HDD 2TB,Storage,WD Direct,02-?????-25,20,3000,60000,538
P795,TP-Link Router,Networking,TP-Link,01-?????-25,12,1300,15600,539
P796,CAT6 Network Cable,Networking,Local Vendor,01-?????-25,270,18,4860,539
P797,CCTV Camera HD,Security,Hikvision,31-?????-25,8,2250,18000,540
P798,Logitech Mouse,Accessories,Ingram,31-?????-25,85,420,35700,540
P799,Dell Keyboard,Accessories,Redington,30-?????-25,60,515,30900,541
P800,HDMI Cable,Accessories,Local Vendor,30-?????-25,200,90,18000,541
P801,Logitech Mouse,Accessories,Ingram,29-?????-25,80,418,33440,542
P802,Dell Keyboard,Accessories,Redington,29-?????-25,58,510,29580,542
P803,HDMI Cable,Accessories,Local Vendor,28-?????-25,190,89,16910,543
P804,USB Hub,Accessories,Local Vendor,28-?????-25,62,208,12896,543
P805,Samsung SSD 1TB,Storage,Samsung,27-?????-25,30,3850,115500,544
P806,WD HDD 2TB,Storage,WD Direct,27-?????-25,18,2980,53640,544
P807,TP-Link Router,Networking,TP-Link,26-?????-25,10,1280,12800,545
P808,Wireless Keyboard,Accessories,Ingram,26-?????-25,35,1000,35000,545
P809,Printer Paper A4,Consumables,Local Vendor,25-?????-25,200,152,30400,546
P810,Epson Ink Bottle,Consumables,Epson,25-?????-25,95,275,26125,546
P811,CAT6 Network Cable,Networking,Local Vendor,24-?????-25,260,18,4680,547
P812,Logitech Mouse,Accessories,Ingram,24-?????-25,78,415,32370,547
P813,Gaming Mouse RGB,Accessories,Logitech,23-?????-25,22,820,18040,548
P814,Power Bank 10000mAh,Accessories,Boat,23-?????-25,42,790,33180,548
P815,Laptop Backpack Premium,Accessories,Lenovo Direct,22-?????-25,38,600,22800,549
P816,SSD 512GB Samsung,Storage,Samsung,22-?????-25,55,2100,115500,549
P817,SSD 256GB Samsung,Storage,Samsung,21-?????-25,75,1320,99000,550
P818,WiFi Adapter USB,Networking,TP-Link,21-?????-25,50,640,32000,550
P819,CCTV Camera HD,Security,Hikvision,20-?????-25,8,2220,17760,551
P820,Surge Protector,Electrical,Local Vendor,20-?????-25,58,600,34800,551
P821,Dell Keyboard,Accessories,Redington,19-?????-25,55,505,27775,552
P822,HDMI Cable,Accessories,Local Vendor,19-?????-25,180,88,15840,552
P823,USB Type-C Cable,Accessories,Local Vendor,18-?????-25,260,82,21320,553
P824,Webcam Full HD,Accessories,Logitech,18-?????-25,16,2250,36000,553
P825,Bluetooth Speaker,Accessories,Boat,17-?????-25,35,860,30100,554
P826,HP Ink Cartridge,Printers,HP Direct,17-?????-25,110,860,94600,554
P827,Canon Ink Cartridge,Printers,Canon Direct,16-?????-25,90,830,74700,555
P828,RAM 8GB DDR4,Components,Kingston,16-?????-25,68,1450,98600,555
P829,RAM 16GB DDR4,Components,Kingston,15-?????-25,48,2580,123840,556
P830,Laptop Charger HP,Spare Parts,HP Direct,15-?????-25,28,1650,46200,556
P831,Laptop Battery Dell,Spare Parts,Dell,14-?????-25,12,2980,35760,557
P832,TP-Link Switch 8 Port,Networking,TP-Link,14-?????-25,8,1600,12800,557
P833,Logitech Mouse,Accessories,Ingram,13-?????-25,80,412,32960,558
P834,USB Hub,Accessories,Local Vendor,13-?????-25,60,205,12300,558
P835,HDMI Cable,Accessories,Local Vendor,12-?????-25,175,86,15050,559
P836,SSD Enclosure,Storage,Ingram,12-?????-25,22,420,9240,559
P837,Laptop Stand,Accessories,Local Vendor,11-?????-25,35,490,17150,560
P838,Wireless Mouse,Accessories,Logitech,11-?????-25,45,870,39150,560
P839,RGB Keyboard,Accessories,Redington,10-?????-25,16,2020,32320,561
P840,Gaming Headset,Accessories,Logitech,10-?????-25,10,2550,25500,561
P841,Printer Paper A4,Consumables,Local Vendor,09-?????-25,200,150,30000,562
P842,Epson Ink Bottle,Consumables,Epson,09-?????-25,95,270,25650,562
P843,Samsung SSD 1TB,Storage,Samsung,08-?????-25,30,3820,114600,563
P844,WD HDD 2TB,Storage,WD Direct,08-?????-25,18,2950,53100,563
P845,TP-Link Router,Networking,TP-Link,07-?????-25,10,1260,12600,564
P846,CAT6 Network Cable,Networking,Local Vendor,07-?????-25,250,17,4250,564
P847,CCTV Camera HD,Security,Hikvision,06-?????-25,8,2200,17600,565
P848,Logitech Mouse,Accessories,Ingram,06-?????-25,82,410,33620,565
P849,Dell Keyboard,Accessories,Redington,05-?????-25,58,500,29000,566
P850,HDMI Cable,Accessories,Local Vendor,05-?????-25,180,85,15300,566
P851,Logitech Mouse,Accessories,Ingram,04-?????-25,78,408,31824,567
P852,Dell Keyboard,Accessories,Redington,04-?????-25,55,498,27390,567
P853,HDMI Cable,Accessories,Local Vendor,03-?????-25,175,84,14700,568
P854,USB Hub,Accessories,Local Vendor,03-?????-25,58,202,11716,568
P855,Samsung SSD 1TB,Storage,Samsung,02-?????-25,28,3800,106400,569
P856,WD HDD 2TB,Storage,WD Direct,02-?????-25,16,2920,46720,569
P857,TP-Link Router,Networking,TP-Link,01-?????-25,10,1240,12400,570
P858,Wireless Keyboard,Accessories,Ingram,01-?????-25,32,990,31680,570
P859,Printer Paper A4,Consumables,Local Vendor,28-??????-25,190,148,28120,571
P860,Epson Ink Bottle,Consumables,Epson,28-??????-25,90,265,23850,571
P861,CAT6 Network Cable,Networking,Local Vendor,27-??????-25,240,17,4080,572
P862,Logitech Mouse,Accessories,Ingram,27-??????-25,75,405,30375,572
P863,Gaming Mouse RGB,Accessories,Logitech,26-??????-25,20,810,16200,573
P864,Power Bank 10000mAh,Accessories,Boat,26-??????-25,40,780,31200,573
P865,Laptop Backpack Premium,Accessories,Lenovo Direct,25-??????-25,35,590,20650,574
P866,SSD 512GB Samsung,Storage,Samsung,25-??????-25,52,2080,108160,574
P867,SSD 256GB Samsung,Storage,Samsung,24-??????-25,72,1300,93600,575
P868,WiFi Adapter USB,Networking,TP-Link,24-??????-25,48,630,30240,575
P869,CCTV Camera HD,Security,Hikvision,23-??????-25,8,2180,17440,576
P870,Surge Protector,Electrical,Local Vendor,23-??????-25,55,590,32450,576
P871,Dell Keyboard,Accessories,Redington,22-??????-25,52,495,25740,577
P872,HDMI Cable,Accessories,Local Vendor,22-??????-25,170,83,14110,577
P873,USB Type-C Cable,Accessories,Local Vendor,21-??????-25,250,80,20000,578
P874,Webcam Full HD,Accessories,Logitech,21-??????-25,15,2220,33300,578
P875,Bluetooth Speaker,Accessories,Boat,20-??????-25,32,850,27200,579
P876,HP Ink Cartridge,Printers,HP Direct,20-??????-25,105,850,89250,579
P877,Canon Ink Cartridge,Printers,Canon Direct,19-??????-25,85,820,69700,580
P878,RAM 8GB DDR4,Components,Kingston,19-??????-25,65,1420,92300,580
P879,RAM 16GB DDR4,Components,Kingston,18-??????-25,45,2550,114750,581
P880,Laptop Charger HP,Spare Parts,HP Direct,18-??????-25,25,1620,40500,581
P881,Laptop Battery Dell,Spare Parts,Dell,17-??????-25,10,2950,29500,582
P882,TP-Link Switch 8 Port,Networking,TP-Link,17-??????-25,8,1580,12640,582
P883,Logitech Mouse,Accessories,Ingram,16-??????-25,78,402,31356,583
P884,USB Hub,Accessories,Local Vendor,16-??????-25,55,200,11000,583
P885,HDMI Cable,Accessories,Local Vendor,15-??????-25,165,82,13530,584
P886,SSD Enclosure,Storage,Ingram,15-??????-25,20,410,8200,584
P887,Laptop Stand,Accessories,Local Vendor,14-??????-25,32,480,15360,585
P888,Wireless Mouse,Accessories,Logitech,14-??????-25,42,860,36120,585
P889,RGB Keyboard,Accessories,Redington,13-??????-25,15,1980,29700,586
P890,Gaming Headset,Accessories,Logitech,13-??????-25,10,2500,25000,586
P891,Printer Paper A4,Consumables,Local Vendor,12-??????-25,190,145,27550,587
P892,Epson Ink Bottle,Consumables,Epson,12-??????-25,90,260,23400,587
P893,Samsung SSD 1TB,Storage,Samsung,11-??????-25,28,3780,105840,588
P894,WD HDD 2TB,Storage,WD Direct,11-??????-25,16,2900,46400,588
P895,TP-Link Router,Networking,TP-Link,10-??????-25,10,1220,12200,589
P896,CAT6 Network Cable,Networking,Local Vendor,10-??????-25,230,16,3680,589
P897,CCTV Camera HD,Security,Hikvision,09-??????-25,6,2150,12900,590
P898,Logitech Mouse,Accessories,Ingram,09-??????-25,80,400,32000,590
P899,Dell Keyboard,Accessories,Redington,08-??????-25,55,490,26950,591
P900,HDMI Cable,Accessories,Local Vendor,08-??????-25,170,80,13600,591
P901,Logitech Mouse,Accessories,Ingram,07-??????-25,75,398,29850,592
P902,Dell Keyboard,Accessories,Redington,07-??????-25,52,488,25376,592
P903,HDMI Cable,Accessories,Local Vendor,06-??????-25,165,79,13035,593
P904,USB Hub,Accessories,Local Vendor,06-??????-25,52,198,10296,593
P905,Samsung SSD 1TB,Storage,Samsung,05-??????-25,26,3750,97500,594
P906,WD HDD 2TB,Storage,WD Direct,05-??????-25,15,2880,43200,594
P907,TP-Link Router,Networking,TP-Link,04-??????-25,8,1200,9600,595
P908,Wireless Keyboard,Accessories,Ingram,04-??????-25,30,980,29400,595
P909,Printer Paper A4,Consumables,Local Vendor,03-??????-25,180,142,25560,596
P910,Epson Ink Bottle,Consumables,Epson,03-??????-25,85,255,21675,596
P911,CAT6 Network Cable,Networking,Local Vendor,02-??????-25,220,16,3520,597
P912,Logitech Mouse,Accessories,Ingram,02-??????-25,72,395,28440,597
P913,Gaming Mouse RGB,Accessories,Logitech,01-??????-25,18,800,14400,598
P914,Power Bank 10000mAh,Accessories,Boat,01-??????-25,38,770,29260,598
P915,Laptop Backpack Premium,Accessories,Lenovo Direct,31-????-25,32,580,18560,599
P916,SSD 512GB Samsung,Storage,Samsung,31-????-25,50,2050,102500,599
P917,SSD 256GB Samsung,Storage,Samsung,30-????-25,68,1280,87040,600
P918,WiFi Adapter USB,Networking,TP-Link,30-????-25,45,620,27900,600
P919,CCTV Camera HD,Security,Hikvision,29-????-25,6,2120,12720,601
P920,Surge Protector,Electrical,Local Vendor,29-????-25,52,580,30160,601
P921,Dell Keyboard,Accessories,Redington,28-????-25,50,485,24250,602
P922,HDMI Cable,Accessories,Local Vendor,28-????-25,160,78,12480,602
P923,USB Type-C Cable,Accessories,Local Vendor,27-????-25,240,78,18720,603
P924,Webcam Full HD,Accessories,Logitech,27-????-25,14,2200,30800,603
P925,Bluetooth Speaker,Accessories,Boat,26-????-25,30,840,25200,604
P926,HP Ink Cartridge,Printers,HP Direct,26-????-25,100,840,84000,604
P927,Canon Ink Cartridge,Printers,Canon Direct,25-????-25,80,810,64800,605
P928,RAM 8GB DDR4,Components,Kingston,25-????-25,60,1400,84000,605
P929,RAM 16GB DDR4,Components,Kingston,24-????-25,42,2520,105840,606
P930,Laptop Charger HP,Spare Parts,HP Direct,24-????-25,22,1600,35200,606
P931,Laptop Battery Dell,Spare Parts,Dell,23-????-25,8,2920,23360,607
P932,TP-Link Switch 8 Port,Networking,TP-Link,23-????-25,6,1550,9300,607
P933,Logitech Mouse,Accessories,Ingram,22-????-25,75,392,29400,608
P934,USB Hub,Accessories,Local Vendor,22-????-25,52,195,10140,608
P935,HDMI Cable,Accessories,Local Vendor,21-????-25,155,77,11935,609
P936,SSD Enclosure,Storage,Ingram,21-????-25,18,400,7200,609
P937,Laptop Stand,Accessories,Local Vendor,20-????-25,30,470,14100,610
P938,Wireless Mouse,Accessories,Logitech,20-????-25,40,850,34000,610
P939,RGB Keyboard,Accessories,Redington,19-????-25,14,1950,27300,611
P940,Gaming Headset,Accessories,Logitech,19-????-25,8,2450,19600,611
P941,Printer Paper A4,Consumables,Local Vendor,18-????-25,180,140,25200,612
P942,Epson Ink Bottle,Consumables,Epson,18-????-25,85,255,21675,612
P943,Samsung SSD 1TB,Storage,Samsung,17-????-25,25,3720,93000,613
P944,WD HDD 2TB,Storage,WD Direct,17-????-25,14,2850,39900,613
P945,TP-Link Router,Networking,TP-Link,16-????-25,8,1200,9600,614
P946,CAT6 Network Cable,Networking,Local Vendor,16-????-25,210,15,3150,614
P947,CCTV Camera HD,Security,Hikvision,15-????-25,5,2100,10500,615
P948,Logitech Mouse,Accessories,Ingram,15-????-25,78,390,30420,615
P949,Dell Keyboard,Accessories,Redington,14-????-25,52,485,25220,616
P950,HDMI Cable,Accessories,Local Vendor,14-????-25,160,78,12480,616
P951,Logitech Mouse,Accessories,Ingram,13-????-25,72,388,27936,617
P952,Dell Keyboard,Accessories,Redington,13-????-25,50,482,24100,617
P953,HDMI Cable,Accessories,Local Vendor,12-????-25,155,77,11935,618
P954,USB Hub,Accessories,Local Vendor,12-????-25,50,192,9600,618
P955,Samsung SSD 1TB,Storage,Samsung,11-????-25,24,3700,88800,619
P956,WD HDD 2TB,Storage,WD Direct,11-????-25,12,2820,33840,619
P957,TP-Link Router,Networking,TP-Link,10-????-25,8,1180,9440,620
P958,Wireless Keyboard,Accessories,Ingram,10-????-25,28,970,27160,620
P959,Printer Paper A4,Consumables,Local Vendor,09-????-25,170,138,23460,621
P960,Epson Ink Bottle,Consumables,Epson,09-????-25,80,250,20000,621
P961,CAT6 Network Cable,Networking,Local Vendor,08-????-25,200,15,3000,622
P962,Logitech Mouse,Accessories,Ingram,08-????-25,70,385,26950,622
P963,Gaming Mouse RGB,Accessories,Logitech,07-????-25,16,790,12640,623
P964,Power Bank 10000mAh,Accessories,Boat,07-????-25,35,760,26600,623
P965,Laptop Backpack Premium,Accessories,Lenovo Direct,06-????-25,30,570,17100,624
P966,SSD 512GB Samsung,Storage,Samsung,06-????-25,48,2020,96960,624
P967,SSD 256GB Samsung,Storage,Samsung,05-????-25,65,1260,81900,625
P968,WiFi Adapter USB,Networking,TP-Link,05-????-25,42,610,25620,625
P969,CCTV Camera HD,Security,Hikvision,04-????-25,5,2080,10400,626
P970,Surge Protector,Electrical,Local Vendor,04-????-25,50,570,28500,626
P971,Dell Keyboard,Accessories,Redington,03-????-25,48,480,23040,627
P972,HDMI Cable,Accessories,Local Vendor,03-????-25,150,76,11400,627
P973,USB Type-C Cable,Accessories,Local Vendor,02-????-25,220,76,16720,628
P974,Webcam Full HD,Accessories,Logitech,02-????-25,12,2180,26160,628
P975,Bluetooth Speaker,Accessories,Boat,01-????-25,28,830,23240,629
P976,HP Ink Cartridge,Printers,HP Direct,01-????-25,95,830,78850,629
P977,Canon Ink Cartridge,Printers,Canon Direct,31-?????-24,75,800,60000,630
P978,RAM 8GB DDR4,Components,Kingston,31-?????-24,58,1380,80040,630
P979,RAM 16GB DDR4,Components,Kingston,30-?????-24,40,2480,99200,631
P980,Laptop Charger HP,Spare Parts,HP Direct,30-?????-24,20,1580,31600,631
P981,Laptop Battery Dell,Spare Parts,Dell,29-?????-24,8,2880,23040,632
P982,TP-Link Switch 8 Port,Networking,TP-Link,29-?????-24,5,1520,7600,632
P983,Logitech Mouse,Accessories,Ingram,28-?????-24,72,382,27504,633
P984,USB Hub,Accessories,Local Vendor,28-?????-24,48,190,9120,633
P985,HDMI Cable,Accessories,Local Vendor,27-?????-24,145,75,10875,634
P986,SSD Enclosure,Storage,Ingram,27-?????-24,16,395,6320,634
P987,Laptop Stand,Accessories,Local Vendor,26-?????-24,28,460,12880,635
P988,Wireless Mouse,Accessories,Logitech,26-?????-24,38,840,31920,635
P989,RGB Keyboard,Accessories,Redington,25-?????-24,12,1920,23040,636
P990,Gaming Headset,Accessories,Logitech,25-?????-24,8,2400,19200,636
P991,Printer Paper A4,Consumables,Local Vendor,24-?????-24,170,138,23460,637
P992,Epson Ink Bottle,Consumables,Epson,24-?????-24,80,250,20000,637
P993,Samsung SSD 1TB,Storage,Samsung,23-?????-24,22,3680,80960,638
P994,WD HDD 2TB,Storage,WD Direct,23-?????-24,12,2800,33600,638
P995,TP-Link Router,Networking,TP-Link,22-?????-24,8,1180,9440,639
P996,CAT6 Network Cable,Networking,Local Vendor,22-?????-24,190,15,2850,639
P997,CCTV Camera HD,Security,Hikvision,21-?????-24,5,2050,10250,640
P998,Logitech Mouse,Accessories,Ingram,21-?????-24,75,380,28500,640
P999,Dell Keyboard,Accessories,Redington,20-?????-24,50,478,23900,641
,,,,,83790,1406769,50896429,
